id,language,cluster,intent,phrase
1338,ar,it,تنسيق Chicago,أبحاث تقنية المعلومات تنسيق Chicago
1339,ar,it,توثيق المصادر,أبحاث تقنية المعلومات توثيق المصادر
1340,ar,it,تحسين الصياغة,أبحاث تقنية المعلومات تحسين الصياغة
1341,ar,it,تحسين المنهجية,أبحاث تقنية المعلومات تحسين المنهجية
1342,ar,it,قراءة وتحليل البيانات,أبحاث تقنية المعلومات قراءة وتحليل البيانات
1343,ar,it,تصميم أداة البحث,أبحاث تقنية المعلومات تصميم أداة البحث
1344,ar,it,مراجعة الاستبيان,أبحاث تقنية المعلومات مراجعة الاستبيان
1345,ar,it,تفسير النتائج,أبحاث تقنية المعلومات تفسير النتائج
1346,ar,it,إعداد الجداول,أبحاث تقنية المعلومات إعداد الجداول
1347,ar,it,إعداد الرسوم البيانية,أبحاث تقنية المعلومات إعداد الرسوم البيانية
1348,ar,it,تجهيز المناقشة,أبحاث تقنية المعلومات تجهيز المناقشة
1349,ar,it,مع الحفاظ على الأمانة العلمية,أبحاث تقنية المعلومات مع الحفاظ على الأمانة العلمية
1350,ar,it,وفق متطلبات الجامعة,أبحاث تقنية المعلومات وفق متطلبات الجامعة
1351,en,it,simple explanation,information technology research simple explanation
1352,en,it,practical guide,information technology research practical guide
1353,en,it,step-by-step process,information technology research step-by-step process
1354,en,it,editable template,information technology research editable template
1355,en,it,worked example,information technology research worked example
1356,en,it,action plan,information technology research action plan
1357,en,it,student tips,information technology research student tips
1358,en,it,common mistakes,information technology research common mistakes
1359,en,it,quality standards,information technology research quality standards
1360,en,it,how to prepare,information technology research how to prepare
1361,en,it,how to write,information technology research how to write
1362,en,it,how to format,information technology research how to format
1363,en,it,how to cite sources,information technology research how to cite sources
1364,en,it,how to proofread,information technology research how to proofread
1365,en,it,how to analyze,information technology research how to analyze
1366,en,it,how to present,information technology research how to present
1367,en,it,before submission,information technology research before submission
1368,en,it,for undergraduate students,information technology research for undergraduate students
1369,en,it,for master's students,information technology research for master's students
1370,en,it,for doctoral students,information technology research for doctoral students
1371,en,it,in Arabic,information technology research in Arabic
1372,en,it,in English,information technology research in English
1373,en,it,Arabic and English,information technology research Arabic and English
1374,en,it,for UAE universities,information technology research for UAE universities
1375,en,it,in Dubai,information technology research in Dubai
1376,en,it,in Abu Dhabi,information technology research in Abu Dhabi
1377,en,it,in Sharjah,information technology research in Sharjah
1378,en,it,for private universities,information technology research for private universities
1379,en,it,for public universities,information technology research for public universities
1380,en,it,online support,information technology research online support
1381,en,it,professional service,information technology research professional service
1382,en,it,academic assistance,information technology research academic assistance
1383,en,it,research consultation,information technology research research consultation
1384,en,it,academic review,information technology research academic review
1385,en,it,scholarly proofreading,information technology research scholarly proofreading
1386,en,it,APA formatting,information technology research APA formatting
1387,en,it,MLA formatting,information technology research MLA formatting
1388,en,it,Chicago formatting,information technology research Chicago formatting
1389,en,it,source citation,information technology research source citation
1390,en,it,academic rewriting,information technology research academic rewriting
1391,en,it,methodology improvement,information technology research methodology improvement
1392,en,it,data interpretation,information technology research data interpretation
1393,en,it,research instrument design,information technology research research instrument design
1394,en,it,survey review,information technology research survey review
1395,en,it,results interpretation,information technology research results interpretation
1396,en,it,table preparation,information technology research table preparation
1397,en,it,chart preparation,information technology research chart preparation
1398,en,it,discussion preparation,information technology research discussion preparation
1399,en,it,with academic integrity,information technology research with academic integrity
1400,en,it,according to university requirements,information technology research according to university requirements
1401,ar,economics,شرح مبسط,أبحاث الاقتصاد شرح مبسط
1402,ar,economics,دليل عملي,أبحاث الاقتصاد دليل عملي
1403,ar,economics,خطوات التنفيذ,أبحاث الاقتصاد خطوات التنفيذ
1404,ar,economics,نموذج قابل للتعديل,أبحاث الاقتصاد نموذج قابل للتعديل
